election_year,tweet_id,created_at,content,lang,username,display_name,user_location,followers,following,statuses,verified,retweet_count,like_count,reply_count,place_name,country,source
2021,1439740483337539584,2021-09-19T23:57:34.000Z,"@2112ming @RebelNewsOnline Very dictatorial of Trudeau. He has learned well from his communist father, and the CCP. No wonder the Chinese love him! #TrudeauCorruptDictator
#TrudeauMustGo #VoteTrudeauOut #VoteCPC 
#OTooleForPM 
I vote honesty &amp; integrity, and for a leader who loves Canada- Erin O'Toole",en,MarleneJF4,MarleneJF,"Kelowna, British Columbia",3743,3362,24862,False,1,4,0,"Kelowna, British Columbia",Canada,x_api
2021,1439740459992162315,2021-09-19T23:57:29.000Z,"Dear Canada,

Don't let Trudeau keep taking your basic civil liberties away.

They're not his to play with.

There is NO reason to discriminate against those who have not had a Covid vaccine.

#TrudeauMustGoNow

#CanadaElection2021
#canadaelection

🇨🇦

https://t.co/48Z2BPNx3D",en,BrexitFanClub,FreedomFanClub 🇬🇧,United Kingdom,1418,2346,6481,False,2,2,0,,,x_api
2021,1439740459723669509,2021-09-19T23:57:29.000Z,"In January 2020, Rodney uncovered that the Israeli state of ISIS created the Coronavirus and Rodney was exposing it, when Peel police tried to kill him was to silence him. Toronto, UK, EU, AstraZeneca, Pfizer, TDSB, Trudeau, Singh, O’Toole, NDP, CPC, NYPD, DC police, Hamilton,OPP https://t.co/TqcEdF2zNN",en,homelesman,Rodney Thompsonn,,50,18,6174,False,1,1,0,,,x_api
2021,1439740404409290755,2021-09-19T23:57:16.000Z,Trudeau Fakes Getting Vaccine? https://t.co/kejMWbLP3z,en,santinandrade,awakentothecause,,331,392,5940,False,0,0,0,,,x_api
2021,1439740344795492354,2021-09-19T23:57:01.000Z,"@cara_downey @CTVNews @CPC_HQ @erinotoole @JustinTrudeau @liberal_party What is happening in Alberta and Ontario is happening NOW and Justin is the PM NOW. Remember, @JustinTrudeau was flying off to Africa with a suitcase of cash to buy a UN seat when Covid broke out. He failed at  getting the seat and failed at  getting on top of Covid early.",en,penelope_pj,Trudeau's Travel Agent,,799,563,125710,False,0,0,0,,,x_api
2021,1439740258564804609,2021-09-19T23:56:41.000Z,"@j_maloney @liberal_party It’s Up to the voters to decide more corruption,or move forward and Get Rid of the #LiberalParty,6 years of no accountability , @JustinTrudeau taking to many personal days not showing up for work,for our Children sake Vote for Canada’s Future, say no to #Liberals #elxn44vote https://t.co/X45SsZMmwA",en,benstahl3,top_hand,,489,1852,22355,False,0,0,0,,,x_api
2021,1439740113500659712,2021-09-19T23:56:06.000Z,"@rf99349885 @LozzaFox @JustinTrudeau Sadly, this is the likely outcome. Marginal PC voters will choke at the last minute and Canada’s arrogant and entitled Liberal elite will survive…..even worse, with the prospect of needing NDP support.",en,GM79428649,GM,,23,338,143,False,0,1,0,,,x_api
2021,1439740093627990016,2021-09-19T23:56:02.000Z,"@socmed60 @darrellbricker Not the PM's job?
Trudeau family and monetary policy:
https://t.co/ZPvuQ0ObXW",en,RobertW1ck5,Rob W ⏳️ 🇨🇦🇺🇸,Okanagan Valley,1413,2719,26041,False,0,0,0,,,x_api
2021,1439740089966505989,2021-09-19T23:56:01.000Z,In court - after the @liberal_party replied to Innu Nation's questionnaire about #UNDRIP - Canada agreed with @GovNL's position that the Crown can unilaterally undermine an IBA w/ no duty to consult &amp; only recourse is to sue for damages.#cdnpoli #nlpoli #Elxn44 #IndigenousRights https://t.co/z1F8inqhek,en,ntesinan,Innu Nation,"Labrador, Canada",1706,526,905,False,5,9,2,,,x_api
2021,1439739983800291331,2021-09-19T23:55:35.000Z,"ELECTION DAY CANADA

This is the day that your vote for a Liberal Majority Government will move Canada Forward!

For government to deal with all of the significant issues facing the country the Liberal Government must accomplish a majority representation of Canadians!

#VOTE",en,skrath17,SKR 🇨🇦 - Just saying!,,584,982,9552,False,1,1,0,,,x_api
2021,1439739960735666184,2021-09-19T23:55:30.000Z,"canada 

ustedes lo eligieron y lo ratificaron 
primer ministro a justin trudeau

desean proyectan crecimiento sugerimos otorgarle la mayoría o todo continuará igual porque la oposición lo está bloqueando https://t.co/soDSX5UGQM",es,pamanes64,Jorge A. Pamanes,"Saltillo, Coahuila de Zaragoza",3045,665,602405,False,0,0,0,,,x_api
2021,1439739893593292801,2021-09-19T23:55:14.000Z,@AndrewLawton What the hell?  Kim jong Un voting in Canadian election?? Buddy of Trudeau's !!!,en,janetlantz400,Janie,,218,132,17085,False,0,0,0,,,x_api
2021,1439739801528422403,2021-09-19T23:54:52.000Z,"And here are Manitoba's awesome @liberal_party candidates @mjanebennett @jimcarr_wpg @DougEyolfson @stbstvdan @TerryDuguid @Kevin_ThePas @Kevin_Lamoureux @paulongformp @SMirwaldt @TrevorLiberal @KeewatinookAski, Detlev Regelsky, Andrew Carrier and Linda Branconnier. https://t.co/yCtdZEiSsX",en,KSP_Libs,KSP_Libs,Kildonan-St. Paul Winnipeg MB,4099,4207,1041950,False,5,9,1,,,x_api
2021,1439739732380950533,2021-09-19T23:54:35.000Z,@globeandmail Trudeau's a back stabbing weasel. He praised Kenney on July 7/21 for Alberta's covid response. Of course our pathetic media totally ignores that. To all the biased reporters I share my spirit plant with you. https://t.co/5ZoumeJNXo,en,cco8226,RJ(Jimmy),"Edmonton, Alberta",10340,9210,120248,False,0,1,0,,,x_api
2021,1439739711933800448,2021-09-19T23:54:31.000Z,"@stfudrump @SilverForest155 @curly_woowoowoo @chill_canada @ed_in_NoVA @North_Nova @Soulganic1 @WayneBHay @CanuckNewf @MikefromCanada3 @CandyisDandy100 @Feffs I have no idea about that but I know I don’t want pc. I like ndp but they will never win a majority. So I will vote Trudeau even though he’s done some things wrong, I just don’t want otoole who’s a tool. You ask him questions he doesn’t know and says read the book. So liberal",en,Shelley20226810,Shelley Clark,Canada🇨🇦,599,1540,3200,False,1,1,0,,,x_api
2021,1439739617914376193,2021-09-19T23:54:08.000Z,"@JustinTrudeau Bill Morneau should be the next PM but he saw how poor your decisions were, &amp; your reckless spending &amp; decided to resign b4 the house of cards fell down! You paid your own family $500 k! You painted your face black 4 x &amp; people will vote 4 u? &amp; Please Quebec don’t vote Trudeau!!",en,jonsays4u,GlobalJon,FL & CA,96,578,11799,False,0,0,0,,,x_api
2021,1439739412091445248,2021-09-19T23:53:19.000Z,@con8ciousness @Ashworth0404 @big_hatter @Memyselfandmoi @FurAndrew @Terrilltf @Angela0007ab @paul_zakharia @mack3636 @JonahJameson11 @LA_Stoffel @krisluvsskiing @qfd_bruce @heathrodgirs @liberal_party #VoteConservative save Canada,en,pinkshark22,Blondie,"Toronto, Ontario",183,228,26664,False,5,5,1,,,x_api
2021,1439739410828828675,2021-09-19T23:53:19.000Z,"@levinepmc @TorontoStar And Trudeau will crisscross Canada today in his FOSSEL FUEL jet..touching down in 5 Provinces. Does he know how to spell HYPOCRITE?? I ❤️Alberta O&amp;G that is fuelling his ✈️ too bad he doesn’t!!! #VoteTrudeauOut 
#OTooleForPM",en,AlbertaSask,Alberta❤️,,2860,2351,146242,False,1,3,0,,,x_api
2021,1439739277919748097,2021-09-19T23:52:47.000Z,@matt8111 @jennirosef Just like Trudeau figures Alberta is a mess? Why does Trudeau get the authority to decide that?,en,cutecanukgirl,Unacceptable Kristi,"Calgary, AB",7108,2933,67811,False,0,0,0,,,x_api
2021,1439739030506283008,2021-09-19T23:51:48.000Z,"I don’t just want Trudeau to lose the election.

I want him exiled from Canada. When a politician talks about who gets rights and who doesn’t in this manner I see no use in that politician being allowed in the country. https://t.co/v6dfsRMe10",en,iwanttotalk_now,I Want To Talk Now,,1751,381,225239,False,1,2,0,,,x_api
2021,1439739004648235014,2021-09-19T23:51:42.000Z,Join us online at 7:30 PM as we welcome Liberal Leader Justin Trudeau for our virtual Alberta rally!!! #ableg #elxn44vote https://t.co/Lgy2diSXss,en,R_Boissonnault,Randy Boissonnault 🏳️‍🌈,Edmonton,19405,7426,25178,True,8,41,1,,,x_api
2021,1439738715547521025,2021-09-19T23:50:33.000Z,"@CTVToronto In this current climate when a Liberal candidate in Toronto can be dropped by his political party due to past charges of sexual assault, how can .@Sflecce be free from investigation of his past treatment of pledges at Sigma Chi at @WesternU. Why is this kid so untouchable? https://t.co/JHB1I6t0WV",en,supergirletobi1,supergirlVSford,,315,319,64089,False,0,1,0,,,x_api
2021,1439738683653984256,2021-09-19T23:50:25.000Z,"@KatharineSmart You are now a proud member of Communist Liberal Party of Canada.
Congratulations.",en,SilentN73204929,Silent No More,here,595,720,38998,False,0,2,0,,,x_api
2021,1439738662464499713,2021-09-19T23:50:20.000Z,@TPostMillennial @PuffinsPictures @CarolineFlint @NickFletcherMP last speech by Erin O'Toole the Conservative leader in Toronto. Couldn't help notice the candidates name. The `riding` she is contesting is Don Valley West! Maj Liberal over Conservative 12k! Will history repeat itself?,en,TomStockport,RadioX,,445,1570,31213,False,0,0,0,,,x_api
2021,1439738596362129410,2021-09-19T23:50:05.000Z,@Humanlty1o1 Security reasons The intelligence community says Canada cannot be trusted ested with other security can you imagine that we used to be an ally since Trudeau has can't take in power We become a pariah,en,stiopthink,Bettinna Lee,"Burnaby, British Columbia",1192,4690,38014,False,0,3,0,,,x_api
2021,1439738538002685953,2021-09-19T23:49:51.000Z,"#As the Liberals &amp; Conservatives appear to be ""neck-and-neck on eve of the 2021 Canada election"", Ontario voters should think long and hard about what this means. They kicked out Liberal Wynne and got Ultra-Conservative Doug Ford, and look how that's turned out.",en,Beale7Charles,Charles Beale,"Ontario, Canada",12,13,3771,False,0,0,0,,,x_api
2021,1439738493333344256,2021-09-19T23:49:40.000Z,"Canada Election 2021: Live Results from Trudeau, O’Toole Race https://t.co/IsAf04qWPs",en,DennisCMcMahon,Dennis McMahon,"burlington,vermont",1890,5697,284609,False,0,0,0,,,x_api
2021,1439738429802176512,2021-09-19T23:49:25.000Z,"@DarrenFisherNS Tomorrow. Conservatives and NDPers will vote for the NDP candidate in Dartmouth Cole Harbour  Nova Scotia.  The election has been about Trudeau, and only Trudeau Canadians want him gone",en,willy1805,Alan Williams,Dartmouth NS,3932,3611,73735,False,0,0,1,,,x_api
2021,1439738419932971017,2021-09-19T23:49:23.000Z,"@CTVNews Just shows you the amount of simple minded people in Canada… Trudeau’s liberals should be nothing more then a bad memory after tomorrow…
#TrudeauMustGo 
and to the liberal supporters… 
I wasn’t challenging you to see how simple you really are… I was only pointing it out!.. 🧐",en,bwhif,Bernie,,86,157,5153,False,0,0,1,,,x_api
2021,1439738287132971008,2021-09-19T23:48:51.000Z,"@ColborneKerry @srduquette3 @CPC_HQ Kerry, Ottawa waiting for you and Mr. O’Toole👍 
Mr. Trudeau must go🙏🙀👀🪐 https://t.co/Z588gWqnoR",en,roweron,RR,"Ottawa, Ontario",125,105,17423,False,0,0,0,,,x_api
2021,1439738254849363969,2021-09-19T23:48:43.000Z,"@MMcLeodNWT Same Ole Same...

https://t.co/nYPLrxdrnm",et,Tightlines38,Robert Anderson,"Amherst, Nova Scotia",1264,776,24549,False,0,0,0,,,x_api
2021,1439738221026439170,2021-09-19T23:48:35.000Z,@bryan_leblanc @EDenhoff @tylermeredith @erinotoole @CPC_HQ Actually Trudeau’s government didn’t pay for any of Alberta’s funding.  Albertans/Canadians did.  The country borrowed $380B; majority of the lifting should have been done by the Feds.  As long as it was spread out somewhat evenly (per capita) between provinces; then it’s fair.,en,ABHank76467601,ABHank (Honk Honk) 🍎,,1983,4771,33361,False,0,0,0,,,x_api
2021,1439738200751288320,2021-09-19T23:48:30.000Z,"Trudeau after single handedly doubling our debt, with nothing to show for it, basically just took 650 million and flushed it away, all for his ego, and ppc and liberals are still going to vote for him, these people don't want Canada to prosper, use your brain vote cpc #elxn44vote",en,STargayen,reality try it,,348,228,56859,False,0,3,1,,,x_api
2021,1439738181558185984,2021-09-19T23:48:26.000Z,@JJ_McCullough I wish both @JustinTrudeau and @erinotoole the best of luck winning the Canadian 🇨🇦Election and As a American 🇺🇸 if I could vote in the Canadian Election this year I would probably vote for Justin Trudeau but for my second option I would probably vote for Erinotoole.,en,Remdog1998,Remi Ullmann,,1217,5617,76031,False,0,0,0,,,x_api
2021,1439738096208293896,2021-09-19T23:48:05.000Z,"@erinotoole @CPC_HQ @liberal_party @NDP   - For all those paying attention...the Leader of the @CPC_HQ doesn't have the balls to answer questions about #Alberta so he ran and hid from an interview.  This is NOT the type of leadership Canada needs, we already have one in power.",en,Sethalos,🇨🇦Sethalos🇨🇦,Canada,668,822,18759,False,0,0,0,,,x_api
2021,1439738078218780672,2021-09-19T23:48:01.000Z,Hey @TorontoStar do you want to adjust your endorsement of Trudeau? This is the second major snub in a week and this puts Canada in a perilous place! #Elxn44 https://t.co/icE5S7Xk3Q,en,lummer1,J Lumley,,930,1362,58146,False,0,0,0,,,x_api
2021,1439738037748051970,2021-09-19T23:47:51.000Z,@TomPark1n I think that was the plan all along but Kenney and Ford's Covid incompetence gave him inspiration to roll the dice. Win-win for LPC bc the CPC will be in a 2 year civil war and accelerates it's splintering while extending Trudeau's stay a bit longer than planned. M,en,anilkurian2,"Oh look, it's what's his name",,512,4674,20774,False,0,0,0,,,x_api
2021,1439737963668295682,2021-09-19T23:47:34.000Z,@MarcMillerVM https://t.co/nYPLrxdrnm,qme,Tightlines38,Robert Anderson,"Amherst, Nova Scotia",1264,776,24549,False,0,0,0,,,x_api
2021,1439737930243657730,2021-09-19T23:47:26.000Z,"@RubinReport @ezralevant @thevivafrei @TheLaurenChen Oof 😥 Canada 🇨🇦.. what a fcking mess!, but , apparently, Canadians like Trudeau and his regime bc they elected him and re-elected him!⚠️👎 any hope for Canada!? ⚠️⚠️⚠️",en,weim_mm97,weim#3!,,50,195,49771,False,0,0,0,,,x_api
2021,1439737842494840832,2021-09-19T23:47:05.000Z,"I can’t stand Liberals… They must be the Dumbest people in the World 🌎.    Sheeple… That’s what they are!
Vote Conservative… This mess must be cleaned 🧹 up.
If you vote 🗳 Liberal you will be very sorry.  😢😭  Canada 🇨🇦 will be taken over.",en,Mile38751167,Mike McGeer,"Dallas, TX",708,698,5749,False,3,6,0,,,x_api
2021,1439737803835838471,2021-09-19T23:46:56.000Z,"Young voters 👉 In addition to 👇 Canada Pension, Veterans Pension, Unemployment Insurance, Childcare Benefits, Universal Healthcare, Our Constitution. All introduced by Liberal Party of Canada. All opposed by Conservatives. Vote for betterment. Keep Canada Moving Forward. https://t.co/6j0GstBb7N",en,iamacanuck,🇨🇦 🇬🇾 Trying to leave a smaller Footprint 👣,Beautiful Canada 🇨🇦  ,2901,3235,61299,False,0,0,0,,,x_api
2021,1439737663603372033,2021-09-19T23:46:22.000Z,"@ottleyjam @mferreriptbokaw @PtboExaminer 1) Ur condescending tone highlights ur Liberal smugness, not a great quality.
2) While lockdowns r issued by prov PHOs, and vaxpass mandated at the federal lvl, they r both done under advisement of @CPHO_Canada.
3) #PPC is the only party that plans to deal with this issue. https://t.co/lHOF5MDUlN",en,Tearoy24,Troy,Communist Canada,353,948,16653,False,0,0,1,,,x_api
2021,1439737458439049221,2021-09-19T23:45:33.000Z,"@greatrighthope @GG37374104 @OttawaPolitico @MariekeWalsh @JustinTrudeau Amazing that an admitted groper PM whose party has a long list of sexual and other misconduct can have any kind of support in Canada.

Says lots about Liberal supporters. https://t.co/nVMohTRY4W",en,mikemoore0057,michaelm,Canada,4130,3616,70781,False,0,3,0,,,x_api
2021,1439737264410660870,2021-09-19T23:44:47.000Z,"Trudeau, O'Toole, Singh et A. Paul s'entendent sur une chose : l'importance de la diversité. Eh bien envoyons à Ottawa un max de députés bloquistes, ceux-ci ont une ""diversité d'opinions"" sur la nation québécoise, le fédéralisme, le multiculturalisme... 

#Blanchet  #BlocQc https://t.co/FYxIPID6Oi",fr,PParent450,PParent450,"Longueuil, Québec",2572,1825,22008,False,1,1,0,,,x_api
2021,1439737203903516672,2021-09-19T23:44:33.000Z,Canada’s Trudeau hammers rival over COVID-19 stance on last day of campaign https://t.co/xchoXFGQeS https://t.co/QBYhOYv68e,en,JuniorD72916855,Today News Press,,3,11,2279,False,0,0,0,,,x_api
2021,1439737163407572993,2021-09-19T23:44:23.000Z,"Canadians rare chance to Shame Their PM: If The Liberals In Tomorrows Election lose seats This UNNECESSARY election by an Arrogant Justin Trudeau will be the Dumbest in Canadian History – September 19, 2021 

https://t.co/qgIRRvqGXN",en,RichinWriterss,steve,,1635,1709,220976,False,0,0,0,,,x_api
2021,1439737097049591812,2021-09-19T23:44:07.000Z,"@PierrePoilievre I got out of debt under Trudeau. And you're in Canada, it's cheques",en,GoBlueGo85,💛💙Nicky💙💛🇺🇦🌻#SlavaUkraini,,121,299,16256,False,1,5,0,,,x_api
2021,1439737027889549315,2021-09-19T23:43:51.000Z,@TerrencePaul5 @ChadPalfenier @GlobalBC Im with terrance on this one.. More proof how RCMP jerks off politicians constantly...Get rid of RCMP and Trudeau Canada would thrive,en,completedrywall,Wc1168,bc,30,149,458,False,0,0,0,,,x_api
2021,1439736911745228803,2021-09-19T23:43:23.000Z,"The left faces an ongoing choice between ideological purity and political victories, @omeraziz12 writes. The next battleground: Justin Trudeau's reelection bid in Canada.
https://t.co/1vwehuSYqi",en,TheAtlantic,The Atlantic,,1861472,1056,251386,True,23,53,11,,,x_api
2021,1439736860729880576,2021-09-19T23:43:11.000Z,"@That_Edward @MtnMod @SpiritFireScot1 @cpc @theJagmeetSingh @NDP That’s what a liberal democracy does - it tempers extremes- and we measure how a leader is progressive by their nature and follow through in policy and action, not just empty words.

PMJT is highly progressive and now post-Harper, Canada is at the top of most metrics.
#BigPicture",en,signsaresaying,Disinfect Democracy - Humanity depends on it.,Treaty One 🇨🇦 Turtle Island,1806,2339,134826,False,0,0,1,,,x_api
2021,1439736854794883077,2021-09-19T23:43:09.000Z,Just hanging out with a few hundred #Liberals waiting for @JustinTrudeau &amp; Manitoba's awesome @liberal_party candidates @mjanebennett @jimcarr_wpg @DougEyolfson @stbstvdan @TerryDuguid @Kevin_ThePas @Kevin_Lamoureux @paulongformp @SMirwaldt @TrevorLiberal @KeewatinookAski https://t.co/YajqVWDuql,en,KSP_Libs,KSP_Libs,Kildonan-St. Paul Winnipeg MB,4099,4207,1041950,False,2,3,1,,,x_api
2021,1439736823647903746,2021-09-19T23:43:02.000Z,https://t.co/8GqbPrJt4s,zxx,shadow150canada,🇺🇦Daniel Adam Photographer📸🇨🇦,"Calgary, Alberta",816,853,5069,False,0,0,0,"Calgary, Alberta",Canada,x_api
2021,1439736628168118273,2021-09-19T23:42:15.000Z,La prueba de fuego de Justin Trudeau https://t.co/6bEk2YC439 #Canadá https://t.co/QYFUqG5B3Z,es,perunewsletters,#Perú #NewsLetter,"Lima, Peru",1780,1923,295625,False,6,0,0,,,x_api
2021,1439736625387524096,2021-09-19T23:42:15.000Z,"@MKUltra944 @liberal_party @JustinTrudeau Same.
But I wonder how come there are no houses left to buy when the are mostly over 1 million. How many millionaires are in Canada?
I understand the interest is low but ... still so many people are sure that they will be able to pay out a mil or that the price will increase more",en,LiliD45575235,Lily 💐,,167,181,10789,False,0,0,1,,,x_api
2021,1439736527043530763,2021-09-19T23:41:51.000Z,"@MarcMillerVM Justin Trudeau took his own government to  court to prevent an investigation in to the Chinese spies in the Winnipeg Lab. If this doesn't piss you  off, I'm not sure what  will.",en,penelope_pj,Trudeau's Travel Agent,,799,563,125710,False,0,0,0,,,x_api
2021,1439736493791133700,2021-09-19T23:41:43.000Z,"@liberal_party You had six years. You divided Canada 
.Tomorrow we have our say.
#OTooleForPM",en,AnnRolle_,Ann Rolle 🍎🍏,"Ontario, Canada",19984,9932,128288,False,0,0,0,,,x_api
2021,1439736430557761536,2021-09-19T23:41:28.000Z,"@stevet_140 @7otnauh And it's is amazing that an admitted groper PM whose party has a long list of sexual and other misconduct can have any kind of support in Canada.

Says lots about Liberal supporters.

#TrudeauFailedCanada",en,mikemoore0057,michaelm,Canada,4130,3616,70781,False,0,0,0,,,x_api
2021,1439736267541909510,2021-09-19T23:40:49.000Z,"@DavidColetto @abacusdataca No matter the winner, that party will need to recognise that their opposition is strong. They should try to be moderate. Their mandate is no strong. Massive division exists in Canada. Trudeau and Harper have not helped our country's solidarity.",en,SteveatTH,Steve Benediktson,"Alberta, Canada",1344,598,19877,False,0,0,1,,,x_api
2021,1439736194053644290,2021-09-19T23:40:32.000Z,"Trudeau is the biggest douchebag in Canadian history. Another NWO puppet. 

Listen closely:

“Do the right things and you will get rewarded.”

In other words, “Big gov’t is your master and I don’t give a shit about your health.”
  https://t.co/EvyKAHjDS9",en,JeffRoseTV,Jeff Rose 🇺🇸,,10398,6239,49346,False,1,5,1,,,x_api
2021,1439735985605169152,2021-09-19T23:39:42.000Z,"@StevenDelDuca In this current climate when a Liberal candidate in Toronto can be dropped by his political party due to past charges of sexual assault, how can .@Sflecce be free from investigation of his past treatment of pledges at Sigma Chi at @WesternU. Why is this kid so untouchable? https://t.co/lc0gMOjrlD",en,supergirletobi1,supergirlVSford,,315,319,64089,False,0,0,0,,,x_api
2021,1439735970560024577,2021-09-19T23:39:39.000Z,"@diana_murphy613 @JustinTrudeau If Prince of Thieves flukes a majority of 185 seats or more, we get:

1) 4 + another two terms of 4 = 12 years of this mess (Canada will no last).

2) he has another major ""Trudeau Legacy"" sneak move to engage on ALL Canadians. It is bigger than GST play.

Please wait 30 hours. https://t.co/9VP5Mb3YKU",en,dewassill,Dennis Wassill,"Calgary,AB CANADA",2916,1846,25158,False,0,0,0,,,x_api
2021,1439735924515037189,2021-09-19T23:39:28.000Z,"@gmforbes35 @kinsellawarren @brianlilley @sunlorrie It’s also not happening in Ontario or Manitoba where right choices were made so I think, usibg the Trudeau algorithm, that @erinotoole will make excellent choices as Canada’s new Prime Minister.
#Cdnpoli #elxn44 #election2021 https://t.co/KdnitufZxU",en,k2pointO,Kevin̊ ⤵️🐰🕳,,1244,923,77860,False,1,1,0,,,x_api
2021,1439735895071002624,2021-09-19T23:39:21.000Z,"Trudeau, challengers make final appeals ahead of Canada’s election https://t.co/DbikUOzMry",en,BuzzArea,Duluth Area Buzz,,10,0,36478,False,0,0,0,,,x_api
2021,1439735858740056067,2021-09-19T23:39:12.000Z,Why would anyone with a brain fall for Trudeau plan ? It will only serve him that’s it . He is the worse PM ever in Canada history besides his Father. So how can these people. One for this slimy corrupt arrogant self serving POS https://t.co/RdWtkPhvPJ,en,jadedeyes52,jadedeyes52🇨🇦 #CarneywillDestroyCanada,,1966,2539,48344,False,0,0,0,,,x_api
2021,1439735854512021512,2021-09-19T23:39:11.000Z,"Has anyone used this link to find out which political party they align most with their political views? https://t.co/05YuW4lIu5 

I know it's not 100% accurate but it really gives you a good idea. My top parties: NDP, Liberal, Green. Not surprising.",en,SassyEnviro,"Hey, I’m Eileen!","Mississauga, Ontario",310,1598,3948,False,0,1,1,,,x_api
2021,1439735776712003588,2021-09-19T23:38:52.000Z,"@Cliffor18175753 @goOseBoss @WBrettWilson @nationalpost Maybe there could have been a Liberal elected in Calgary so you could have a seat at the cabinet table, silly man. Oh well, with a likely minority there will be another election in about 18 months.",en,rudder333,Rud,,18,155,328,False,0,0,1,,,x_api
2021,1439735731933442049,2021-09-19T23:38:42.000Z,These are the unserious commie clowns who have held the balance of power in Canada since the last election. And Trudeau will use them again. Vote Wisely #Elxn44  #VoteTrudeauOut Vancouver Centre's Mambo #5 https://t.co/gxiL73e5xG via @YouTube,en,RickFuerst,Rick Fuerst,Telkwa,2433,1864,22493,False,0,3,0,,,x_api
